productid,product_name,year_month,date,inventory_level,sales_units,price_pln_per_unit,storage_cost_pln_per_unit_month,shelf_life_months,lead_time_months,safety_stock_months,monthly_revenue,inventory_carrying_cost,annual_sales,average_inventory,average_monthly_demand,excess_inventory,inventory_turnover,lead_time_demand,reorder_point,expiration_risk,year,month,month_sin,month_cos,sales_lag_1,sales_lag_3,sales_lag_12,sales_roll_mean_3,sales_roll_std_3,sales_roll_mean_6,sales_roll_std_6,price_lag_1,price_pln_per_unit_pct_change,average_monthly_demand_safe,inventory_to_avg_monthly_demand,excess_inventory_pct_of_avg_demand,short_shelf_life_flag
P001,Product 001,202402,2024-02-01,143.0,35.0,20.62,0.34,20,3,0.7,721.7,48.62,641.0,158.0,53.0,108.0,4.056962025316456,159.0,227.0,2226.96,2024,2,0.8660254037844386,0.5000000000000001,53.0,58.0,47.0,51.333333333333336,7.637626158259738,51.833333333333336,7.730890418746513,20.62,0.0,53.0,2.69811320754717,2.0377358490566038,0
P001,Product 001,202403,2024-03-01,99.0,44.0,20.62,0.34,20,3,0.7,907.28,33.66,641.0,158.0,53.0,55.0,4.056962025316456,159.0,227.0,1134.1,2024,3,1.0,6.123233995736766e-17,35.0,43.0,43.0,43.666666666666664,9.018499505645792,47.333333333333336,8.453795991545261,20.62,0.0,53.0,1.8679245283018868,1.0377358490566038,0
P001,Product 001,202404,2024-04-01,44.0,55.0,20.62,0.34,20,3,0.7,1134.1,14.96,641.0,158.0,53.0,-11.0,4.056962025316456,159.0,227.0,-226.82,2024,4,0.8660254037844387,-0.4999999999999998,44.0,53.0,40.0,44.0,9.000000000000004,47.5,8.360621986431395,20.62,0.0,53.0,0.8301886792452831,-0.20754716981132076,0
P001,Product 001,202405,2024-05-01,0.0,44.0,20.62,0.34,20,3,0.7,907.28,0.0,641.0,158.0,53.0,-44.0,4.056962025316456,159.0,227.0,-907.28,2024,5,0.49999999999999994,-0.8660254037844387,55.0,35.0,50.0,44.666666666666664,10.016652800877818,48.0,8.76356092008266,20.62,0.0,53.0,0.0,-0.8301886792452831,0
P001,Product 001,202406,2024-06-01,229.0,61.0,20.62,0.34,20,3,0.7,1257.82,77.86,641.0,158.0,53.0,168.0,4.056962025316456,159.0,227.0,3464.1600000000003,2024,6,1.2246467991473532e-16,-1.0,44.0,44.0,72.0,47.666666666666664,6.350852961085892,45.666666666666664,7.312090444371347,20.62,0.0,53.0,4.320754716981132,3.169811320754717,0
P001,Product 001,202407,2024-07-01,148.0,81.0,20.62,0.34,20,3,0.7,1670.22,50.32,641.0,158.0,53.0,67.0,4.056962025316456,159.0,227.0,1381.54,2024,7,-0.4999999999999997,-0.8660254037844388,61.0,55.0,66.0,53.333333333333336,8.621678104251714,48.666666666666664,9.395034149308172,20.62,0.0,53.0,2.792452830188679,1.2641509433962264,0
P001,Product 001,202408,2024-08-01,89.0,59.0,20.62,0.34,20,3,0.7,1216.58,30.26,641.0,158.0,53.0,30.0,4.056962025316456,159.0,227.0,618.6,2024,8,-0.8660254037844384,-0.5000000000000004,81.0,44.0,62.0,62.0,18.520259177452136,53.333333333333336,16.354408172314482,20.62,0.0,53.0,1.679245283018868,0.5660377358490566,0
P001,Product 001,202409,2024-09-01,43.0,46.0,20.62,0.34,20,3,0.7,948.52,14.62,641.0,158.0,53.0,-3.0,4.056962025316456,159.0,227.0,-61.86,2024,9,-1.0,-1.8369701987210297e-16,59.0,61.0,43.0,67.0,12.165525060596444,57.333333333333336,13.69184672228939,20.62,0.0,53.0,0.8113207547169812,-0.05660377358490566,0
P001,Product 001,202410,2024-10-01,366.0,53.0,20.62,0.34,20,3,0.7,1092.86,124.44,641.0,158.0,53.0,313.0,4.056962025316456,159.0,227.0,6454.06,2024,10,-0.8660254037844386,0.5000000000000001,46.0,81.0,52.0,62.0,17.691806012954135,57.666666666666664,13.321661558028964,20.62,0.0,53.0,6.90566037735849,5.90566037735849,0
P001,Product 001,202411,2024-11-01,303.0,63.0,20.62,0.34,20,3,0.7,1299.06,103.02,641.0,158.0,53.0,240.0,4.056962025316456,159.0,227.0,4948.8,2024,11,-0.5000000000000004,0.8660254037844384,53.0,59.0,58.0,52.666666666666664,6.5064070986477205,57.333333333333336,13.42634226685238,20.62,0.0,53.0,5.716981132075472,4.528301886792453,0
P001,Product 001,202412,2024-12-01,256.0,47.0,20.62,0.34,20,3,0.7,969.14,87.04,641.0,158.0,53.0,209.0,4.056962025316456,159.0,227.0,4309.58,2024,12,-2.4492935982947064e-16,1.0,63.0,46.0,43.0,54.0,8.544003745317537,60.5,11.794066304714422,20.62,0.0,53.0,4.830188679245283,3.943396226415094,0
P001,Product 001,202501,2025-01-01,202.0,54.0,20.62,0.34,20,3,0.7,1113.48,68.68,650.0,171.0,54.0,148.0,3.801169590643275,162.0,231.0,3051.76,2025,1,0.49999999999999994,0.8660254037844387,47.0,53.0,53.0,54.333333333333336,8.082903768654768,58.166666666666664,12.998717885494196,20.62,0.0,54.0,3.740740740740741,2.740740740740741,0
P001,Product 001,202502,2025-02-01,143.0,59.0,20.62,0.34,20,3,0.7,1216.58,48.62,650.0,171.0,54.0,84.0,3.801169590643275,162.0,231.0,1732.0800000000002,2025,2,0.8660254037844386,0.5000000000000001,54.0,63.0,35.0,54.666666666666664,8.02080627701065,53.666666666666664,6.6231915770772165,20.62,0.0,54.0,2.6481481481481484,1.5555555555555556,0
P001,Product 001,202503,2025-03-01,92.0,51.0,20.62,0.34,20,3,0.7,1051.62,31.28,650.0,171.0,54.0,41.0,3.801169590643275,162.0,231.0,845.4200000000001,2025,3,1.0,6.123233995736766e-17,59.0,47.0,44.0,53.333333333333336,6.0277137733417145,53.666666666666664,6.6231915770772165,20.62,0.0,54.0,1.7037037037037037,0.7592592592592593,0
P001,Product 001,202504,2025-04-01,46.0,46.0,20.62,0.34,20,3,0.7,948.52,15.64,650.0,171.0,54.0,0.0,3.801169590643275,162.0,231.0,0.0,2025,4,0.8660254037844387,-0.4999999999999998,51.0,54.0,55.0,54.666666666666664,4.0414518843273886,54.5,5.718391382198314,20.62,0.0,54.0,0.8518518518518519,0.0,0
P001,Product 001,202505,2025-05-01,1.0,45.0,20.62,0.34,20,3,0.7,927.9,0.34,650.0,171.0,54.0,-44.0,3.801169590643275,162.0,231.0,-907.28,2025,5,0.49999999999999994,-0.8660254037844387,46.0,59.0,44.0,52.0,6.557438524302006,53.333333333333336,6.713171133426184,20.62,0.0,54.0,0.018518518518518517,-0.8148148148148148,0
P001,Product 001,202506,2025-06-01,237.0,52.0,20.62,0.34,20,3,0.7,1072.24,80.58,650.0,171.0,54.0,185.0,3.801169590643275,162.0,231.0,3814.7,2025,6,1.2246467991473532e-16,-1.0,45.0,51.0,61.0,47.333333333333336,3.21455025366433,50.333333333333336,5.428320796219264,20.62,0.0,54.0,4.388888888888889,3.425925925925926,0
P001,Product 001,202507,2025-07-01,160.0,77.0,20.62,0.34,20,3,0.7,1587.74,54.4,650.0,171.0,54.0,83.0,3.801169590643275,162.0,231.0,1711.46,2025,7,-0.4999999999999997,-0.8660254037844388,52.0,46.0,81.0,47.666666666666664,3.7859388972001944,51.166666666666664,5.192943930629962,20.62,0.0,54.0,2.962962962962963,1.537037037037037,0
P001,Product 001,202508,2025-08-01,93.0,67.0,20.62,0.34,20,3,0.7,1381.54,31.62,650.0,171.0,54.0,26.0,3.801169590643275,162.0,231.0,536.12,2025,8,-0.8660254037844384,-0.5000000000000004,77.0,45.0,59.0,58.0,16.822603841260726,55.0,11.882760622010357,20.62,0.0,54.0,1.7222222222222223,0.48148148148148145,0
P001,Product 001,202509,2025-09-01,31.0,62.0,20.62,0.34,20,3,0.7,1278.44,10.54,650.0,171.0,54.0,-31.0,3.801169590643275,162.0,231.0,-639.22,2025,9,-1.0,-1.8369701987210297e-16,67.0,52.0,46.0,65.33333333333333,12.58305739211792,56.333333333333336,12.83225103661344,20.62,0.0,54.0,0.5740740740740741,-0.5740740740740741,0
P001,Product 001,202510,2025-10-01,392.0,55.0,20.62,0.34,20,3,0.7,1134.1,133.28,650.0,171.0,54.0,337.0,3.801169590643275,162.0,231.0,6948.9400000000005,2025,10,-0.8660254037844386,0.5000000000000001,62.0,77.0,53.0,68.66666666666667,7.637626158259746,58.166666666666664,12.703018014104632,20.62,0.0,54.0,7.2592592592592595,6.2407407407407405,0
P001,Product 001,202511,2025-11-01,349.0,43.0,20.62,0.34,20,3,0.7,886.66,118.66,650.0,171.0,54.0,306.0,3.801169590643275,162.0,231.0,6309.72,2025,11,-0.5000000000000004,0.8660254037844384,55.0,67.0,63.0,61.333333333333336,6.027713773341728,59.666666666666664,11.448435118681804,20.62,0.0,54.0,6.462962962962963,5.666666666666667,0
P001,Product 001,202512,2025-12-01,310.0,39.0,20.62,0.34,20,3,0.7,804.18,105.4,650.0,171.0,54.0,271.0,3.801169590643275,162.0,231.0,5588.02,2025,12,-2.4492935982947064e-16,1.0,43.0,62.0,47.0,53.333333333333336,9.609023536933064,59.333333333333336,11.977757163453717,20.62,0.0,54.0,5.7407407407407405,5.018518518518518,0
P002,Product 002,202301,2023-01-01,200.0,34.0,10.03,0.2,22,2,1.2,341.02,40.0,384.0,136.0,32.0,166.0,2.823529411764706,64.0,53.0,1664.9799999999998,2023,1,0.49999999999999994,0.8660254037844387,,,,,0.0,,0.0,,0.0,32.0,6.25,5.1875,0
P002,Product 002,202302,2023-02-01,171.0,29.0,10.03,0.2,22,2,1.2,290.87,34.2,384.0,136.0,32.0,142.0,2.823529411764706,64.0,53.0,1424.26,2023,2,0.8660254037844386,0.5000000000000001,34.0,,,34.0,0.0,34.0,0.0,10.03,0.0,32.0,5.34375,4.4375,0
P002,Product 002,202303,2023-03-01,137.0,34.0,10.03,0.2,22,2,1.2,341.02,27.4,384.0,136.0,32.0,103.0,2.823529411764706,64.0,53.0,1033.09,2023,3,1.0,6.123233995736766e-17,29.0,,,31.5,3.5355339059327378,31.5,3.5355339059327378,10.03,0.0,32.0,4.28125,3.21875,0
P002,Product 002,202304,2023-04-01,108.0,29.0,10.03,0.2,22,2,1.2,290.87,21.6,384.0,136.0,32.0,79.0,2.823529411764706,64.0,53.0,792.37,2023,4,0.8660254037844387,-0.4999999999999998,34.0,34.0,,32.333333333333336,2.886751345948128,32.333333333333336,2.886751345948128,10.03,0.0,32.0,3.375,2.46875,0
P002,Product 002,202305,2023-05-01,80.0,28.0,10.03,0.2,22,2,1.2,280.84,16.0,384.0,136.0,32.0,52.0,2.823529411764706,64.0,53.0,521.56,2023,5,0.49999999999999994,-0.8660254037844387,29.0,29.0,,30.666666666666668,2.88675134594813,31.5,2.886751345948129,10.03,0.0,32.0,2.5,1.625,0
P002,Product 002,202306,2023-06-01,48.0,32.0,10.03,0.2,22,2,1.2,320.96,9.6,384.0,136.0,32.0,16.0,2.823529411764706,64.0,53.0,160.48,2023,6,1.2246467991473532e-16,-1.0,28.0,34.0,,30.333333333333332,3.214550253664319,30.8,2.9495762407505253,10.03,0.0,32.0,1.5,0.5,0
P002,Product 002,202307,2023-07-01,11.0,37.0,10.03,0.2,22,2,1.2,371.11,2.2,384.0,136.0,32.0,-26.0,2.823529411764706,64.0,53.0,-260.78,2023,7,-0.4999999999999997,-0.8660254037844388,32.0,29.0,,29.666666666666668,2.0816659994661326,31.0,2.6832815729997477,10.03,0.0,32.0,0.34375,-0.8125,0
P002,Product 002,202308,2023-08-01,240.0,34.0,10.03,0.2,22,2,1.2,341.02,48.0,384.0,136.0,32.0,206.0,2.823529411764706,64.0,53.0,2066.18,2023,8,-0.8660254037844384,-0.5000000000000004,37.0,28.0,,32.333333333333336,4.509249752822893,31.5,3.5071355833500366,10.03,0.0,32.0,7.5,6.4375,0
P002,Product 002,202309,2023-09-01,201.0,39.0,10.03,0.2,22,2,1.2,391.17,40.2,384.0,136.0,32.0,162.0,2.823529411764706,64.0,53.0,1624.86,2023,9,-1.0,-1.8369701987210297e-16,34.0,32.0,,34.333333333333336,2.51661147842358,32.333333333333336,3.3862466931200785,10.03,0.0,32.0,6.28125,5.0625,0
P002,Product 002,202310,2023-10-01,174.0,27.0,10.03,0.2,22,2,1.2,270.81,34.8,384.0,136.0,32.0,147.0,2.823529411764706,64.0,53.0,1474.41,2023,10,-0.8660254037844386,0.5000000000000001,39.0,37.0,,36.666666666666664,2.51661147842358,33.166666666666664,4.355073669487885,10.03,0.0,32.0,5.4375,4.59375,0
P002,Product 002,202311,2023-11-01,146.0,28.0,10.03,0.2,22,2,1.2,280.84,29.2,384.0,136.0,32.0,118.0,2.823529411764706,64.0,53.0,1183.54,2023,11,-0.5000000000000004,0.8660254037844384,27.0,34.0,,33.333333333333336,6.027713773341707,32.833333333333336,4.792355023020172,10.03,0.0,32.0,4.5625,3.6875,0
P002,Product 002,202312,2023-12-01,113.0,33.0,10.03,0.2,22,2,1.2,330.99,22.6,384.0,136.0,32.0,80.0,2.823529411764706,64.0,53.0,802.4,2023,12,-2.4492935982947064e-16,1.0,28.0,39.0,,31.333333333333332,6.6583281184793925,32.833333333333336,4.792355023020172,10.03,0.0,32.0,3.53125,2.5,0
P002,Product 002,202401,2024-01-01,69.0,44.0,10.03,0.2,22,2,1.2,441.32,13.8,405.0,106.0,34.0,25.0,3.820754716981132,68.0,57.0,250.75,2024,1,0.49999999999999994,0.8660254037844387,33.0,27.0,34.0,29.333333333333332,3.2145502536643167,33.0,4.77493455452533,10.03,0.0,34.0,2.0294117647058822,0.7352941176470589,0
P002,Product 002,202402,2024-02-01,32.0,37.0,10.03,0.2,22,2,1.2,371.11,6.4,405.0,106.0,34.0,-5.0,3.820754716981132,68.0,57.0,-50.15,2024,2,0.8660254037844386,0.5000000000000001,44.0,28.0,29.0,35.0,8.185352771872449,34.166666666666664,6.493586579592718,10.03,0.0,34.0,0.9411764705882353,-0.14705882352941177,0
P002,Product 002,202403,2024-03-01,4.0,28.0,10.03,0.2,22,2,1.2,280.84,0.8,405.0,106.0,34.0,-24.0,3.820754716981132,68.0,57.0,-240.72,2024,3,1.0,6.123233995736766e-17,37.0,33.0,34.0,38.0,5.567764362830021,34.666666666666664,6.592925501373927,10.03,0.0,34.0,0.11764705882352941,-0.7058823529411765,0
P002,Product 002,202404,2024-04-01,265.0,33.0,10.03,0.2,22,2,1.2,330.99,53.0,405.0,106.0,34.0,232.0,3.820754716981132,68.0,57.0,2326.96,2024,4,0.8660254037844387,-0.4999999999999998,28.0,44.0,29.0,36.333333333333336,8.020806277010644,32.833333333333336,6.6758270399005,10.03,0.0,34.0,7.794117647058823,6.823529411764706,0
P002,Product 002,202405,2024-05-01,230.0,35.0,10.03,0.2,22,2,1.2,351.05,46.0,405.0,106.0,34.0,195.0,3.820754716981132,68.0,57.0,1955.85,2024,5,0.49999999999999994,-0.8660254037844387,33.0,37.0,28.0,32.666666666666664,4.509249752822897,33.833333333333336,6.047037842337905,10.03,0.0,34.0,6.764705882352941,5.735294117647059,0
P002,Product 002,202406,2024-06-01,199.0,31.0,10.03,0.2,22,2,1.2,310.93,39.8,405.0,106.0,34.0,168.0,3.820754716981132,68.0,57.0,1685.04,2024,6,1.2246467991473532e-16,-1.0,35.0,28.0,32.0,32.0,3.6055512754639922,35.0,5.329165037789691,10.03,0.0,34.0,5.852941176470588,4.9411764705882355,0
P002,Product 002,202407,2024-07-01,162.0,37.0,10.03,0.2,22,2,1.2,371.11,32.4,405.0,106.0,34.0,125.0,3.820754716981132,68.0,57.0,1253.75,2024,7,-0.4999999999999997,-0.8660254037844388,31.0,33.0,37.0,33.0,2.000000000000007,34.666666666666664,5.537749241945383,10.03,0.0,34.0,4.764705882352941,3.676470588235294,0
P002,Product 002,202408,2024-08-01,129.0,33.0,10.03,0.2,22,2,1.2,330.99,25.8,405.0,106.0,34.0,96.0,3.820754716981132,68.0,57.0,962.88,2024,8,-0.8660254037844384,-0.5000000000000004,37.0,35.0,34.0,34.333333333333336,3.0550504633039046,33.5,3.5637059362410906,10.03,0.0,34.0,3.7941176470588234,2.823529411764706,0
P002,Product 002,202409,2024-09-01,97.0,32.0,10.03,0.2,22,2,1.2,320.96,19.4,405.0,106.0,34.0,65.0,3.820754716981132,68.0,57.0,651.9499999999999,2024,9,-1.0,-1.8369701987210297e-16,33.0,31.0,39.0,33.666666666666664,3.055050463303901,32.833333333333336,3.125166662222457,10.03,0.0,34.0,2.8529411764705883,1.911764705882353,0
P002,Product 002,202410,2024-10-01,56.0,41.0,10.03,0.2,22,2,1.2,411.23,11.2,405.0,106.0,34.0,15.0,3.820754716981132,68.0,57.0,150.45,2024,10,-0.8660254037844386,0.5000000000000001,32.0,37.0,27.0,34.0,2.6457513110646023,33.5,2.167948338867878,10.03,0.0,34.0,1.6470588235294117,0.4411764705882353,0
P002,Product 002,202411,2024-11-01,31.0,25.0,10.03,0.2,22,2,1.2,250.75,6.2,405.0,106.0,34.0,6.0,3.820754716981132,68.0,57.0,60.17999999999999,2024,11,-0.5000000000000004,0.8660254037844384,41.0,33.0,28.0,35.333333333333336,4.9328828623162595,34.833333333333336,3.710345895825166,10.03,0.0,34.0,0.9117647058823529,0.17647058823529413,0
P002,Product 002,202412,2024-12-01,2.0,29.0,10.03,0.2,22,2,1.2,290.87,0.4,405.0,106.0,34.0,-27.0,3.820754716981132,68.0,57.0,-270.81,2024,12,-2.4492935982947064e-16,1.0,25.0,32.0,33.0,32.666666666666664,8.020806277010646,33.166666666666664,5.455883674224247,10.03,0.0,34.0,0.058823529411764705,-0.7941176470588235,0
P002,Product 002,202501,2025-01-01,230.0,30.0,10.03,0.2,22,2,1.2,300.9,46.0,424.0,161.0,35.0,200.0,2.6335403726708075,70.0,58.0,2006.0,2025,1,0.49999999999999994,0.8660254037844387,29.0,41.0,44.0,31.666666666666668,8.326663997864532,32.833333333333336,5.671566509057853,10.03,0.0,35.0,6.571428571428571,5.714285714285714,0
P002,Product 002,202502,2025-02-01,200.0,30.0,10.03,0.2,22,2,1.2,300.9,40.0,424.0,161.0,35.0,170.0,2.6335403726708075,70.0,58.0,1705.1,2025,2,0.8660254037844386,0.5000000000000001,30.0,25.0,37.0,28.0,2.645751311064572,31.666666666666668,5.35412613473634,10.03,0.0,35.0,5.714285714285714,4.857142857142857,0
P002,Product 002,202503,2025-03-01,169.0,31.0,10.03,0.2,22,2,1.2,310.93,33.8,424.0,161.0,35.0,138.0,2.6335403726708075,70.0,58.0,1384.14,2025,3,1.0,6.123233995736766e-17,30.0,29.0,28.0,29.666666666666668,0.5773502691895845,31.166666666666668,5.34477938428395,10.03,0.0,35.0,4.828571428571428,3.942857142857143,0
P002,Product 002,202504,2025-04-01,132.0,37.0,10.03,0.2,22,2,1.2,371.11,26.4,424.0,161.0,35.0,95.0,2.6335403726708075,70.0,58.0,952.85,2025,4,0.8660254037844387,-0.4999999999999998,31.0,30.0,33.0,30.333333333333332,0.5773502691896263,31.0,5.329165037789696,10.03,0.0,35.0,3.7714285714285714,2.7142857142857144,0
P002,Product 002,202505,2025-05-01,91.0,41.0,10.03,0.2,22,2,1.2,411.23,18.2,424.0,161.0,35.0,50.0,2.6335403726708075,70.0,58.0,501.5,2025,5,0.49999999999999994,-0.8660254037844387,37.0,30.0,35.0,32.666666666666664,3.7859388972001837,30.333333333333332,3.881580434135912,10.03,0.0,35.0,2.6,1.4285714285714286,0
P002,Product 002,202506,2025-06-01,51.0,40.0,10.03,0.2,22,2,1.2,401.2,10.2,424.0,161.0,35.0,11.0,2.6335403726708075,70.0,58.0,110.33,2025,6,1.2246467991473532e-16,-1.0,41.0,31.0,31.0,36.333333333333336,5.033222956847167,33.0,4.857983120596446,10.03,0.0,35.0,1.457142857142857,0.3142857142857143,0
P002,Product 002,202507,2025-07-01,21.0,30.0,10.03,0.2,22,2,1.2,300.9,4.2,424.0,161.0,35.0,-9.0,2.6335403726708075,70.0,58.0,-90.27,2025,7,-0.4999999999999997,-0.8660254037844388,40.0,37.0,37.0,39.333333333333336,2.0816659994661317,34.833333333333336,5.115336417740927,10.03,0.0,35.0,0.6,-0.2571428571428571,0
P002,Product 002,202508,2025-08-01,284.0,35.0,10.03,0.2,22,2,1.2,351.05,56.8,424.0,161.0,35.0,249.0,2.6335403726708075,70.0,58.0,2497.47,2025,8,-0.8660254037844384,-0.5000000000000004,30.0,41.0,33.0,37.0,6.082762530298219,34.833333333333336,5.115336417740927,10.03,0.0,35.0,8.114285714285714,7.114285714285714,0
P002,Product 002,202509,2025-09-01,246.0,38.0,10.03,0.2,22,2,1.2,381.14,49.2,424.0,161.0,35.0,208.0,2.6335403726708075,70.0,58.0,2086.24,2025,9,-1.0,-1.8369701987210297e-16,35.0,40.0,32.0,35.0,4.999999999999999,35.666666666666664,4.546060565661939,10.03,0.0,35.0,7.0285714285714285,5.942857142857143,0
P002,Product 002,202510,2025-10-01,209.0,37.0,10.03,0.2,22,2,1.2,371.11,41.8,424.0,161.0,35.0,172.0,2.6335403726708075,70.0,58.0,1725.16,2025,10,-0.8660254037844386,0.5000000000000001,38.0,30.0,41.0,34.333333333333336,4.041451884327379,36.833333333333336,3.9707262140150763,10.03,0.0,35.0,5.9714285714285715,4.914285714285715,0
P002,Product 002,202511,2025-11-01,166.0,43.0,10.03,0.2,22,2,1.2,431.29,33.2,424.0,161.0,35.0,123.0,2.6335403726708075,70.0,58.0,1233.6899999999998,2025,11,-0.5000000000000004,0.8660254037844384,37.0,35.0,25.0,36.666666666666664,1.5275252316519405,36.833333333333336,3.9707262140150763,10.03,0.0,35.0,4.742857142857143,3.5142857142857142,0
P002,Product 002,202512,2025-12-01,134.0,32.0,10.03,0.2,22,2,1.2,320.96,26.8,424.0,161.0,35.0,102.0,2.6335403726708075,70.0,58.0,1023.06,2025,12,-2.4492935982947064e-16,1.0,43.0,38.0,29.0,39.333333333333336,3.214550253664315,37.166666666666664,4.445971959725622,10.03,0.0,35.0,3.8285714285714287,2.914285714285714,0
P003,Product 003,202301,2023-01-01,232.0,67.0,36.01,0.95,15,1,1.1,2412.67,220.4,772.0,183.0,64.0,165.0,4.218579234972678,64.0,58.0,5941.65,2023,1,0.49999999999999994,0.8660254037844387,,,,,0.0,,0.0,,0.0,64.0,3.625,2.578125,0
P003,Product 003,202302,2023-02-01,170.0,62.0,36.01,0.95,15,1,1.1,2232.62,161.5,772.0,183.0,64.0,108.0,4.218579234972678,64.0,58.0,3889.08,2023,2,0.8660254037844386,0.5000000000000001,67.0,,,67.0,0.0,67.0,0.0,36.01,0.0,64.0,2.65625,1.6875,0
